text,expertise,risk
"Honestly, I want to learn how to network professionally within my field. I just want things to get better.",Career,Low
Every day it's the same: I feel stressed out and overwhelmed by life which makes everything worse.,Mental Health,Medium
"Please help, I want to become a stronger, more confident girl right now.",Empowerment,Low
I am constantly stressed about how to source funds for tuition fees and it's completely draining my energy.,Financial,Medium
Can anyone advise me? I always seek validation from others to feel good and I don't know what to do.,Self-Esteem,Low
I might drop out of school due to financial struggles and I have no support system here.,School Fees,Medium
"Please help, I feel stressed out and overwhelmed by life and it's ruining my life.",Mental Health,Medium
I am struggling because I need extra tutoring for my science courses. I just want things to get better.,Academics,Low
It is hard to admit but I find it hard to concentrate during lectures which makes everything worse.,Education,Low
I feel completely insecure and unloved when I compare myself online and I don't know what to do.,Empowerment,Medium
I feel like I am facing severe period poverty and using unsafe alternatives and it's ruining my life.,Health,High
Can anyone advise me? I have an outstanding balance and won't be allowed to register,Financial,Medium
Lately I have been feeling that I cannot understand my university coursework and I don't know what to do.,Education,Medium
Lately I have been feeling that I need help building a professional resume and I have no support system here.,Career,Low
Can anyone advise me? I feel locked out of career spaces because I don't have connections and it's completely draining my energy.,Future Planning,Medium
I am struggling because I feel pressured to change my appearance just to fit in with others and I have no support system here.,Self-Esteem,Medium
I am struggling because I am worried I will never find employment after graduation and I don't know what to do.,Career,Medium
"Lately, I lack clean water for bathing and personal hygiene. It is so hard.",Health,Medium
I am struggling because I am being evicted because I cannot pay rent,School Fees,High
Can anyone advise me? I am worried I will never find employment after graduation and it's ruining my life.,Career,Medium
"Please help, My parents cannot afford to sponsor my education anymore. I just want things to get better.",Financial,Medium
Can anyone advise me? I don't have the skills required to get hired anywhere and I have no support system here.,Future Planning,Medium
"Please help, My anxiety is so bad I can't leave my room. I feel stuck.",Mental Health,High
I cannot afford sanitary pads and miss school every month. I feel stuck.,Health,High
Lately I have been feeling that I don't have access to clean drinking water and I am sick,Hygiene,High
Can anyone advise me? I am failing my end of semester exams and it's completely draining my energy.,Academics,Medium
I feel like I am falling behind on my reading list this semester. It is so hard.,Education,Low
"I want to end my life, everything is too heavy right now.",Mental Health,Critical
"Please help, I am thinking about suicide, I can't do this anymore and I have no support system here.",Mental Health,Critical
"To be honest, I feel completely hopeless and want to end it all and it's completely draining my energy.",Mental Health,Critical
"To be honest, I always seek validation from others to feel good. It is so hard.",Empowerment,Low
I am struggling because I feel confused about transitioning from school to the workforce and I have no support system here.,Future Planning,Low
"To be honest, I have an untreated reproductive tract illness and nowhere to go and I don't know what to do.",Hygiene,High
"Lately, I might drop out of school due to financial struggles and I have no support system here.",School Fees,Medium
"I don't want to wake up tomorrow, I want to die and it's ruining my life.",Mental Health,Critical
Can anyone advise me? I feel locked out of career spaces because I don't have connections,Career,Medium
"I am struggling because I want to end my life, everything is too heavy which makes everything worse.",Mental Health,Critical
Every day it's the same: I feel deeply depressed and hopeless about everything. It is so hard.,Mental Health,High
Every day it's the same: I want to learn how to network professionally within my field which makes everything worse.,Future Planning,Low
I feel like I dropped out of school because it was too difficult and I don't know what to do.,Academics,Medium
I don't have the skills required to get hired anywhere. I just want things to get better.,Future Planning,Medium
I need to vent: I want to find a mentor to guide my career. I just want things to get better.,Career,Low
I feel like I missed my final exams because I lacked basic menstrual health supplies which makes everything worse.,Hygiene,High
I am struggling because I have to drop out entirely because we cannot pay basic living fees which makes everything worse.,Financial,High
"Lately, I find it hard to concentrate during lectures",Academics,Low
"Please help, My parents cannot afford to sponsor my education anymore and it's ruining my life.",Financial,Medium
"Lately, I feel deeply depressed and hopeless about everything",Mental Health,High
Can anyone advise me? I don't know how to prepare for a job interview. I feel stuck.,Career,Low
I missed my final exams because I lacked basic menstrual health supplies and it's ruining my life.,Health,High
"Please help, I am failing my end of semester exams. It is so hard.",Academics,Medium
Can anyone advise me? I want to believe in myself more but my inner voice is so negative and it's ruining my life.,Self-Esteem,Low
"To be honest, I am worried about my physical health and lack of nutrition. It is so hard.",Health,Medium
Lately I have been feeling that I have a severe infection but no access to a clinic and it's completely draining my energy.,Health,High
Can anyone advise me? I have an outstanding balance and won't be allowed to register and it's ruining my life.,School Fees,Medium
Lately I have been feeling that I cannot find a job or internship anywhere and I don't know what to do.,Future Planning,Medium
I want to believe in myself more but my inner voice is so negative and I don't know what to do.,Self-Esteem,Low
It is hard to admit but The pressure to pass my classes is overwhelming me right now.,Education,Medium
I am struggling to find mentorship opportunities and it's completely draining my energy.,Future Planning,Medium
I am struggling because I find it hard to speak up or stand up for myself. I feel stuck.,Self-Esteem,Low
I need to vent: I don't know which career or major to choose. I just want things to get better.,Career,Low
I am struggling because I find it hard to speak up or stand up for myself and it's ruining my life.,Empowerment,Low
"Please help, I find it hard to concentrate during lectures right now.",Education,Low
I am struggling because I have an outstanding balance and won't be allowed to register. I just want things to get better.,School Fees,Medium
"Lately, I constantly doubt my abilities and intelligence which makes everything worse.",Self-Esteem,Medium
Every day it's the same: My family has no money for food or basic survival. It is so hard.,School Fees,High
Every day it's the same: My family has no money for food or basic survival. I feel stuck.,School Fees,High
I am struggling because The pain is too much and I want to commit suicide right now.,Mental Health,Critical
I need to vent: I feel completely insecure and unloved when I compare myself online and I don't know what to do.,Self-Esteem,Medium
Every day it's the same: I feel nervous about presenting my group project next week and I don't know what to do.,Education,Low
I need to vent: I feel like I am not good enough for any opportunities and it's ruining my life.,Self-Esteem,Medium
I feel like I need help building a professional resume,Career,Low
"To be honest, I feel like I am not good enough for any opportunities and I have no support system here.",Self-Esteem,Medium
Every day it's the same: I am slipping back into deep depression and feel trapped and it's completely draining my energy.,Mental Health,High
"Lately I have been feeling that I want to become a stronger, more confident girl right now.",Self-Esteem,Low
I need to vent: I feel like failing these assignments will ruin my entire future. I feel stuck.,Academics,Medium
"Lately, I dropped out of school because it was too difficult",Academics,Medium
Lately I have been feeling that I feel stuck and hopeless about my career path. It is so hard.,Career,Medium
"Lately, I have no money to pay for my university school fees right now.",School Fees,Medium
"Lately, I am worried I will never find employment after graduation right now.",Career,Medium
I want to build my self-esteem but don't know how and I don't know what to do.,Empowerment,Low
I am struggling because Unemployment is making me feel like a burden,Future Planning,Medium
Lately I have been feeling that My parents cannot afford to sponsor my education anymore. I feel stuck.,School Fees,Medium
Can anyone advise me? I am struggling financially to make ends meet each month and it's ruining my life.,Financial,Medium
Lately I have been feeling that Unemployment is making me feel like a burden and it's ruining my life.,Future Planning,Medium
I am struggling because We lack basic sanitation facilities in our community. I feel stuck.,Hygiene,High
Every day it's the same: I need advice on reproductive health but have no one to ask right now.,Health,Medium
Every day it's the same: I hate how I look and feel completely insecure right now.,Self-Esteem,Medium
I am struggling because I cannot find a job or internship anywhere. I feel stuck.,Future Planning,Medium
"Honestly, I don't know how to study effectively for finals and I don't know what to do.",Education,Low
Every day it's the same: We lack basic sanitation facilities in our community and I have no support system here.,Health,High
"Honestly, There is no clean or private place to change my pads at school and I don't know what to do.",Hygiene,Medium
"Honestly, I have an untreated reproductive tract illness and nowhere to go. I just want things to get better.",Hygiene,High
"To be honest, I am slipping back into deep depression and feel trapped right now.",Mental Health,High
"To be honest, I have a plan to end my life tonight and it's completely draining my energy.",Mental Health,Critical
"Please help, I need help building a professional resume right now.",Career,Low
"Please help, I need extra tutoring for my science courses and it's completely draining my energy.",Education,Low
Can anyone advise me? The pressure to pass my classes is overwhelming me and it's completely draining my energy.,Education,Medium
"Lately, I don't have the skills required to get hired anywhere. I feel stuck.",Future Planning,Medium
"I need to vent: I want to become a stronger, more confident girl. It is so hard.",Self-Esteem,Low
"Please help, I am failing my end of semester exams. I just want things to get better.",Academics,Medium
Can anyone advise me? I am struggling financially to make ends meet each month and I don't know what to do.,Financial,Medium
Can anyone advise me? There is no clean or private place to change my pads at school and I don't know what to do.,Hygiene,Medium
"Please help, I don't know how to study effectively for finals. I feel stuck.",Academics,Low
I am struggling because I missed my final exams because I lacked basic menstrual health supplies and it's completely draining my energy.,Hygiene,High
I need to vent: I don't know how to properly manage my menstrual hygiene. I feel stuck.,Health,Medium
I am struggling because I cannot afford the textbooks and materials needed for class. I just want things to get better.,School Fees,Medium
I need to vent: I lack clean water for bathing and personal hygiene,Hygiene,Medium
Lately I have been feeling that I am body-shamed by my peers and it destroys my confidence. It is so hard.,Empowerment,Medium
"Please help, I am failing my end of semester exams which makes everything worse.",Education,Medium
"Please help, My family has no money for food or basic survival and I have no support system here.",School Fees,High
I need to vent: I hate how I look and feel completely insecure and it's ruining my life.,Self-Esteem,Medium
Lately I have been feeling that I have no money to pay for my university school fees,Financial,Medium
I feel nervous about presenting my group project next week right now.,Academics,Low
It is hard to admit but I am struggling to find any motivation to get out of bed and I don't know what to do.,Mental Health,Medium
"It is hard to admit but My mind is constantly racing with dark, heavy thoughts and I don't know what to do.",Mental Health,High
It is hard to admit but I feel deeply depressed and hopeless about everything and it's ruining my life.,Mental Health,High
"Lately, I feel deeply depressed and hopeless about everything. It is so hard.",Mental Health,High
I need to vent: I cannot understand my university coursework and I don't know what to do.,Education,Medium
"Honestly, The pressure to pass my classes is overwhelming me. It is so hard.",Academics,Medium
"Lately, I am struggling with my academic performance this term right now.",Education,Medium
It is hard to admit but I don't know which career or major to choose which makes everything worse.,Future Planning,Low
I am struggling because I am failing my end of semester exams which makes everything worse.,Education,Medium
It is hard to admit but I feel so overwhelmed by my emotions and regular stress and it's completely draining my energy.,Mental Health,Medium
"Lately, Unemployment is making me feel like a burden which makes everything worse.",Career,Medium
Can anyone advise me? I have to drop out entirely because we cannot pay basic living fees. I feel stuck.,Financial,High
I feel like I have an untreated reproductive tract illness and nowhere to go. I feel stuck.,Health,High
It is hard to admit but I can't seem to sleep or rest because my mind won't stop worrying right now.,Mental Health,Medium
"Please help, I want to believe in myself more but my inner voice is so negative and it's ruining my life.",Self-Esteem,Low
Every day it's the same: I struggle to say no when people pressure me into things. I just want things to get better.,Self-Esteem,Low
It is hard to admit but The pressure to pass my classes is overwhelming me. I just want things to get better.,Academics,Medium
Every day it's the same: I am constantly stressed about how to source funds for tuition fees,School Fees,Medium
Every day it's the same: I am planning to harm myself tonight because I cannot take it anymore. I just want things to get better.,Mental Health,Critical
"To be honest, I keep getting poor grades despite trying my best and I don't know what to do.",Academics,Medium
"Please help, Everyone else seems so confident and I feel worthless right now.",Empowerment,Medium
"Lately, I don't know how to properly manage my menstrual hygiene and it's completely draining my energy.",Health,Medium
It is hard to admit but I might drop out of school due to financial struggles. I feel stuck.,School Fees,Medium
"To be honest, I find it hard to concentrate during lectures which makes everything worse.",Academics,Low
I need to vent: There is no clean or private place to change my pads at school,Health,Medium
"Honestly, I want to build my self-esteem but don't know how and I don't know what to do.",Self-Esteem,Low
"Lately, I always seek validation from others to feel good. It is so hard.",Self-Esteem,Low
It is hard to admit but Unemployment is making me feel like a burden. It is so hard.,Future Planning,Medium
"Please help, I feel like I am not good enough for any opportunities. It is so hard.",Empowerment,Medium
The pressure to pass my classes is overwhelming me and I have no support system here.,Academics,Medium
It is hard to admit but I am facing extreme financial crisis and debt. I feel stuck.,School Fees,High
I might drop out of school due to financial struggles and I have no support system here.,Financial,Medium
I always seek validation from others to feel good and I don't know what to do.,Self-Esteem,Low
I cannot understand mathematics concepts and it's completely draining my energy.,Academics,Low
"Lately, I struggle to say no when people pressure me into things which makes everything worse.",Self-Esteem,Low
"To be honest, I have to drop out entirely because we cannot pay basic living fees right now.",Financial,High
Every day it's the same: I constantly doubt my abilities and intelligence which makes everything worse.,Self-Esteem,Medium
"Lately, I feel embarrassed to ask about changes in my body during puberty and it's ruining my life.",Hygiene,Medium
It is hard to admit but Everyone else seems so confident and I feel worthless and I don't know what to do.,Empowerment,Medium
I feel like I've been crying for days and I feel completely empty right now.,Mental Health,High
I am struggling because I am trying to figure out what my strengths are. I feel stuck.,Career,Low
It is hard to admit but I have a severe infection but no access to a clinic. I feel stuck.,Health,High
"To be honest, I am worried about my physical health and lack of nutrition and I don't know what to do.",Hygiene,Medium
"Please help, I keep getting poor grades despite trying my best. I feel stuck.",Education,Medium
"To be honest, I want to become a stronger, more confident girl and it's ruining my life.",Empowerment,Low
"To be honest, Unemployment is making me feel like a burden. It is so hard.",Future Planning,Medium
It is hard to admit but I have an outstanding balance and won't be allowed to register which makes everything worse.,Financial,Medium
I am struggling because I feel confused about transitioning from school to the workforce. It is so hard.,Future Planning,Low
I need to vent: Unemployment is making me feel like a burden. I just want things to get better.,Future Planning,Medium
Every day it's the same: Unemployment is making me feel like a burden. I feel stuck.,Future Planning,Medium
It is hard to admit but I am struggling to find mentorship opportunities and I don't know what to do.,Future Planning,Medium
"To be honest, I feel embarrassed to ask about changes in my body during puberty and I don't know what to do.",Hygiene,Medium
"Please help, I don't know how to prepare for a job interview. It is so hard.",Future Planning,Low
Lately I have been feeling that I cannot afford the textbooks and materials needed for class and it's ruining my life.,Financial,Medium
I missed my final exams because I lacked basic menstrual health supplies and I don't know what to do.,Health,High
I am struggling because I have no money to pay for my university school fees and I don't know what to do.,School Fees,Medium
"Honestly, I have a severe infection but no access to a clinic which makes everything worse.",Health,High
"Honestly, I find it hard to speak up or stand up for myself. It is so hard.",Empowerment,Low
Can anyone advise me? My family has no money for food or basic survival and I have no support system here.,Financial,High
"Please help, I want to become a stronger, more confident girl and it's completely draining my energy.",Empowerment,Low
I feel like I cannot understand my university coursework and it's ruining my life.,Education,Medium
"Lately, I have a severe infection but no access to a clinic",Hygiene,High
"Lately, The pressure to pass my classes is overwhelming me and it's ruining my life.",Academics,Medium
I want to use my voice but I am scared people will not take me seriously.,Empowerment,Medium
I feel locked out of career spaces because I don't have connections and it's completely draining my energy.,Future Planning,Medium
"To be honest, I feel stuck and hopeless about my career path and I have no support system here.",Future Planning,Medium
Lately I have been feeling that I have no money to pay for my university school fees,School Fees,Medium
I am worried about my physical health and lack of nutrition. I feel stuck.,Hygiene,Medium
"Honestly, I am trying to figure out what my strengths are right now.",Future Planning,Low
We lack basic sanitation facilities in our community and it's ruining my life.,Health,High
I notice stress building up occasionally but I have found ways to manage it so far.,Stress,Low
"Lately, I keep getting poor grades despite trying my best and I don't know what to do.",Academics,Medium
"Honestly, I am trying to figure out what my strengths are and I don't know what to do.",Future Planning,Low
"To be honest, I am facing severe period poverty and using unsafe alternatives. It is so hard.",Hygiene,High
"Please help, I feel embarrassed to ask about changes in my body during puberty and it's completely draining my energy.",Health,Medium
I've been crying for days and I feel completely empty. I feel stuck.,Mental Health,High
I feel like I feel completely insecure and unloved when I compare myself online,Empowerment,Medium
"Honestly, I want to become a stronger, more confident girl. I feel stuck.",Self-Esteem,Low
"Honestly, I am struggling financially to make ends meet each month which makes everything worse.",School Fees,Medium
Lately I have been feeling that I constantly doubt my abilities and intelligence. I just want things to get better.,Self-Esteem,Medium
"To be honest, I am falling behind on my reading list this semester",Education,Low
I need to vent: I am failing my end of semester exams. I just want things to get better.,Education,Medium
"Honestly, I have no money to pay for my university school fees and I don't know what to do.",Financial,Medium
Lately I have been feeling that I cannot understand my university coursework and I have no support system here.,Education,Medium
I am struggling because I find it hard to speak up or stand up for myself right now.,Empowerment,Low
Every day it's the same: I am facing extreme financial crisis and debt. I just want things to get better.,Financial,High
Severe panic attacks are making it impossible to breathe. I just want things to get better.,Mental Health,High
"Lately, I am falling behind on my reading list this semester and it's ruining my life.",Education,Low
"Please help, I feel embarrassed to ask about changes in my body during puberty. It is so hard.",Health,Medium
"Honestly, We lack basic sanitation facilities in our community and it's ruining my life.",Hygiene,High
I have an untreated reproductive tract illness and nowhere to go and it's completely draining my energy.,Health,High
I feel like I feel confused about transitioning from school to the workforce right now.,Career,Low
"Lately, My parents cannot afford to sponsor my education anymore. It is so hard.",Financial,Medium
"Lately, I always seek validation from others to feel good and I don't know what to do.",Self-Esteem,Low
Every day it's the same: Everyone else seems so confident and I feel worthless and I have no support system here.,Empowerment,Medium
Lately I have been feeling that I feel locked out of career spaces because I don't have connections. It is so hard.,Career,Medium
Can anyone advise me? I cannot afford sanitary pads and miss school every month and it's ruining my life.,Health,High
Lately I have been feeling that I might drop out of school due to financial struggles. I feel stuck.,Financial,Medium
"Lately, I want to end my life, everything is too heavy and I have no support system here.",Mental Health,Critical
Lately I have been feeling that I keep getting poor grades despite trying my best which makes everything worse.,Education,Medium
"Please help, I have an untreated reproductive tract illness and nowhere to go and it's ruining my life.",Hygiene,High
"Please help, I don't know how to prepare for a job interview and it's completely draining my energy.",Future Planning,Low
I am struggling because My parents cannot afford to sponsor my education anymore right now.,Financial,Medium
"Please help, I am struggling to find mentorship opportunities and it's ruining my life.",Career,Medium
Can anyone advise me? I feel completely insecure and unloved when I compare myself online and I have no support system here.,Self-Esteem,Medium
It is hard to admit but I don't know which career or major to choose. I just want things to get better.,Career,Low
I feel like I am constantly stressed about how to source funds for tuition fees right now.,School Fees,Medium
I am struggling because My family has no money for food or basic survival. I feel stuck.,Financial,High
"To be honest, I have a plan to end my life tonight",Mental Health,Critical
Can anyone advise me? I am struggling to find mentorship opportunities and it's ruining my life.,Future Planning,Medium
I want to believe in myself more but my inner voice is so negative and I don't know what to do.,Empowerment,Low
I am struggling because I am struggling financially to make ends meet each month and it's ruining my life.,School Fees,Medium
I feel like I am failing my end of semester exams and it's completely draining my energy.,Education,Medium
Every day it's the same: I am struggling with my academic performance this term and I have no support system here.,Academics,Medium
I feel like I cannot find a job or internship anywhere right now.,Future Planning,Medium
"Please help, I feel embarrassed to ask about changes in my body during puberty right now.",Hygiene,Medium
"I feel like I want to become a stronger, more confident girl. I just want things to get better.",Self-Esteem,Low
Lately I have been feeling that I have to drop out entirely because we cannot pay basic living fees. I just want things to get better.,Financial,High
"Honestly, I cannot afford the textbooks and materials needed for class. It is so hard.",Financial,Medium
"To be honest, I feel nervous about presenting my group project next week. It is so hard.",Academics,Low
"Honestly, I lack clean water for bathing and personal hygiene",Hygiene,Medium
I am struggling because I might drop out of school due to financial struggles. I feel stuck.,Financial,Medium
It is hard to admit but We lack basic sanitation facilities in our community and it's completely draining my energy.,Hygiene,High
"To be honest, I am struggling financially to make ends meet each month. I feel stuck.",Financial,Medium
Lately I have been feeling that My parents cannot afford to sponsor my education anymore right now.,Financial,Medium
I am struggling to find any motivation to get out of bed,Mental Health,Medium
Lately I have been feeling that I hate how I look and feel completely insecure and I have no support system here.,Empowerment,Medium
I am struggling because I don't know how to prepare for a job interview,Future Planning,Low
I need help building a professional resume and it's ruining my life.,Future Planning,Low
"Please help, I struggle to say no when people pressure me into things. It is so hard.",Self-Esteem,Low
"To be honest, I am body-shamed by my peers and it destroys my confidence and it's completely draining my energy.",Self-Esteem,Medium
I need to vent: I feel completely insecure and unloved when I compare myself online,Empowerment,Medium
I need to vent: I feel locked out of career spaces because I don't have connections,Future Planning,Medium
"Lately, I am struggling with my academic performance this term",Academics,Medium
Every day it's the same: I keep getting poor grades despite trying my best. It is so hard.,Academics,Medium
I am struggling because I have to drop out entirely because we cannot pay basic living fees. I feel stuck.,Financial,High
I feel like I cannot understand my university coursework. I feel stuck.,Academics,Medium
"Lately, I need advice on reproductive health but have no one to ask",Health,Medium
Can anyone advise me? I have a plan to end my life tonight. I just want things to get better.,Mental Health,Critical
I feel like I am body-shamed by my peers and it destroys my confidence and it's ruining my life.,Empowerment,Medium
"Lately, My parents cannot afford to sponsor my education anymore. I just want things to get better.",School Fees,Medium
"Honestly, I've been crying for days and I feel completely empty and it's completely draining my energy.",Mental Health,High
I am struggling because I am worried about my physical health and lack of nutrition. It is so hard.,Health,Medium
"Honestly, I feel stuck and hopeless about my career path and I have no support system here.",Future Planning,Medium
My anxiety is so bad I can't leave my room and I have no support system here.,Mental Health,High
"Honestly, There is no clean or private place to change my pads at school and I don't know what to do.",Health,Medium
Every day it's the same: I cannot understand mathematics concepts. I just want things to get better.,Education,Low
Every day it's the same: I dropped out of school because it was too difficult. I feel stuck.,Academics,Medium
I don't know which career or major to choose,Career,Low
"Please help, I constantly doubt my abilities and intelligence and it's ruining my life.",Self-Esteem,Medium
It is hard to admit but I am worried about my physical health and lack of nutrition which makes everything worse.,Hygiene,Medium
I am struggling because I feel confused about transitioning from school to the workforce and I don't know what to do.,Career,Low
"To be honest, I feel nervous about presenting my group project next week and I don't know what to do.",Academics,Low
"Please help, The pain is too much and I want to commit suicide right now.",Mental Health,Critical
Lately I have been feeling that Everyone else seems so confident and I feel worthless and I don't know what to do.,Self-Esteem,Medium
Lately I have been feeling that I feel pressured to change my appearance just to fit in with others,Self-Esteem,Medium
Lately I have been feeling that I want to believe in myself more but my inner voice is so negative. It is so hard.,Empowerment,Low
Every day it's the same: I feel like failing these assignments will ruin my entire future,Academics,Medium
Every day it's the same: I keep getting poor grades despite trying my best and I don't know what to do.,Education,Medium
I feel like My parents cannot afford to sponsor my education anymore right now.,School Fees,Medium
It is hard to admit but I feel invisible when I am in a room full of people,Self-Esteem,Low
Can anyone advise me? I lack clean water for bathing and personal hygiene and I don't know what to do.,Health,Medium
It is hard to admit but I find it hard to concentrate during lectures. I feel stuck.,Education,Low
"Honestly, I am worried about my physical health and lack of nutrition right now.",Health,Medium
I feel like I feel nervous about presenting my group project next week right now.,Academics,Low
Can anyone advise me? I don't have access to clean drinking water and I am sick. I feel stuck.,Hygiene,High
"To be honest, I don't know how to study effectively for finals right now.",Academics,Low
It is hard to admit but I am struggling to find any motivation to get out of bed,Mental Health,Medium
"Honestly, I need help building a professional resume",Future Planning,Low
I feel like I don't know how to prepare for a job interview. I just want things to get better.,Career,Low
I feel like I want to build my self-esteem but don't know how and I have no support system here.,Empowerment,Low
I was bullied growing up and it still affects how I see myself today.,Self-Esteem,High
"Please help, I've been crying for days and I feel completely empty and I don't know what to do.",Mental Health,High
"Lately, I don't know which career or major to choose and it's completely draining my energy.",Career,Low
It is hard to admit but I have an outstanding balance and won't be allowed to register and I don't know what to do.,School Fees,Medium
Every day it's the same: The pain is too much and I want to commit suicide right now.,Mental Health,Critical
Can anyone advise me? I find it hard to speak up or stand up for myself. It is so hard.,Empowerment,Low
Every day it's the same: I feel completely insecure and unloved when I compare myself online which makes everything worse.,Empowerment,Medium
I feel like I have no money to pay for my university school fees. I feel stuck.,Financial,Medium
I feel like I am struggling with my academic performance this term,Education,Medium
I need to vent: I cannot afford the textbooks and materials needed for class right now.,School Fees,Medium
I am struggling because I feel embarrassed to ask about changes in my body during puberty. I just want things to get better.,Hygiene,Medium
"Lately, I need reliable information on contraceptive methods right now.",Hygiene,Medium
"Honestly, I want to become a stronger, more confident girl. It is so hard.",Empowerment,Low
Every day it's the same: I constantly doubt my abilities and intelligence,Self-Esteem,Medium
I feel like I need reliable information on contraceptive methods. I just want things to get better.,Health,Medium
Lately I have been feeling that I want to learn how to network professionally within my field and I have no support system here.,Future Planning,Low
It is hard to admit but I feel so overwhelmed by my emotions and regular stress,Mental Health,Medium
"Honestly, My anxiety is so bad I can't leave my room. I feel stuck.",Mental Health,High
"Honestly, I have an untreated reproductive tract illness and nowhere to go. I just want things to get better.",Health,High
It is hard to admit but I feel embarrassed to ask about changes in my body during puberty which makes everything worse.,Health,Medium
"I feel like I don't want to wake up tomorrow, I want to die. I feel stuck.",Mental Health,Critical
I am struggling because I need reliable information on contraceptive methods and it's completely draining my energy.,Health,Medium
I am falling behind on my reading list this semester which makes everything worse.,Academics,Low
Lately I have been feeling that I am trying to figure out what my strengths are and it's completely draining my energy.,Career,Low
"Please help, I feel confused about transitioning from school to the workforce and I have no support system here.",Future Planning,Low
"Honestly, I need extra tutoring for my science courses and it's ruining my life.",Education,Low
"Lately I have been feeling that I am thinking about suicide, I can't do this anymore. It is so hard.",Mental Health,Critical
Can anyone advise me? I constantly doubt my abilities and intelligence which makes everything worse.,Empowerment,Medium
"Lately, I want to become a stronger, more confident girl",Self-Esteem,Low
"Honestly, I struggle to say no when people pressure me into things right now.",Empowerment,Low
It is hard to admit but I need extra tutoring for my science courses. I just want things to get better.,Education,Low
"Please help, I might drop out of school due to financial struggles. I just want things to get better.",School Fees,Medium
"Please help, I am worried I will never find employment after graduation which makes everything worse.",Future Planning,Medium
I am struggling because Everyone else seems so confident and I feel worthless and it's completely draining my energy.,Empowerment,Medium
"Lately, I want to become a stronger, more confident girl. I just want things to get better.",Self-Esteem,Low
"I need to vent: My mind is constantly racing with dark, heavy thoughts. It is so hard.",Mental Health,High
"Honestly, I have a severe infection but no access to a clinic and I have no support system here.",Health,High
"Honestly, I am body-shamed by my peers and it destroys my confidence. I feel stuck.",Empowerment,Medium
Every day it's the same: My family has no money for food or basic survival which makes everything worse.,School Fees,High
"Lately, I feel embarrassed to ask about changes in my body during puberty. I just want things to get better.",Hygiene,Medium
I need to vent: I cannot find a job or internship anywhere. I just want things to get better.,Future Planning,Medium
"Honestly, I feel confused about transitioning from school to the workforce. I just want things to get better.",Career,Low
I am struggling because I am struggling with my academic performance this term,Academics,Medium
I feel like I am trying to figure out what my strengths are which makes everything worse.,Career,Low
I always seek validation from others to feel good which makes everything worse.,Empowerment,Low
I need to vent: I am trying to figure out what my strengths are. I just want things to get better.,Career,Low
Every day it's the same: I have an untreated reproductive tract illness and nowhere to go. I just want things to get better.,Hygiene,High
Lately I have been feeling that I have an outstanding balance and won't be allowed to register and I don't know what to do.,School Fees,Medium
"To be honest, I am trying to figure out what my strengths are which makes everything worse.",Future Planning,Low
"Lately, I have a severe infection but no access to a clinic. I feel stuck.",Hygiene,High
"Lately, I cannot find a job or internship anywhere which makes everything worse.",Career,Medium
"To be honest, I need help building a professional resume right now.",Career,Low
I am worried I will never find employment after graduation. It is so hard.,Career,Medium
"Lately, I have an outstanding balance and won't be allowed to register. It is so hard.",School Fees,Medium
"To be honest, I keep getting poor grades despite trying my best. I just want things to get better.",Education,Medium
I feel like I feel confused about transitioning from school to the workforce. It is so hard.,Future Planning,Low
"To be honest, I struggle to say no when people pressure me into things. I feel stuck.",Empowerment,Low
I am facing extreme financial crisis and debt and it's completely draining my energy.,Financial,High
"It is hard to admit but I don't want to wake up tomorrow, I want to die which makes everything worse.",Mental Health,Critical
"Please help, I feel utterly alone and depressed every single day which makes everything worse.",Mental Health,High
I am facing extreme financial crisis and debt and I don't know what to do.,Financial,High
It is hard to admit but I dropped out of school because it was too difficult and I don't know what to do.,Academics,Medium
I need reliable information on contraceptive methods. It is so hard.,Hygiene,Medium
I feel like I feel confused about transitioning from school to the workforce and I don't know what to do.,Future Planning,Low
"To be honest, I have to drop out entirely because we cannot pay basic living fees which makes everything worse.",Financial,High
"Lately, I want to believe in myself more but my inner voice is so negative which makes everything worse.",Empowerment,Low
I feel like I am facing severe period poverty and using unsafe alternatives,Health,High
Lately I have been feeling that I am being evicted because I cannot pay rent and I don't know what to do.,School Fees,High
"To be honest, My parents cannot afford to sponsor my education anymore right now.",Financial,Medium
Lately I have been feeling that I am being evicted because I cannot pay rent. I feel stuck.,Financial,High
Every day it's the same: There is no clean or private place to change my pads at school and it's completely draining my energy.,Health,Medium
Lately I have been feeling that I am struggling financially to make ends meet each month,School Fees,Medium
Lately I have been feeling that I feel confused about transitioning from school to the workforce and it's ruining my life.,Career,Low
Lately I have been feeling that I am slipping back into deep depression and feel trapped right now.,Mental Health,High
I feel like I am facing extreme financial crisis and debt. It is so hard.,Financial,High
"Please help, The pressure to pass my classes is overwhelming me and it's ruining my life.",Academics,Medium
Lately I have been feeling that I don't know how to study effectively for finals. I feel stuck.,Academics,Low
I am struggling because I don't know how to prepare for a job interview,Future Planning,Low
"Lately, I feel completely insecure and unloved when I compare myself online and it's ruining my life.",Empowerment,Medium
"Lately, I hate how I look and feel completely insecure. I feel stuck.",Empowerment,Medium
It is hard to admit but We lack basic sanitation facilities in our community. It is so hard.,Health,High
"Please help, I am being evicted because I cannot pay rent and I don't know what to do.",School Fees,High
I feel like I need advice on reproductive health but have no one to ask,Hygiene,Medium
